,id,name,tag_1,tag_2,tag_3,all_tags,peak_year,listen_count
14244,14244,Osanna,italianprogressiverock,hardrock,classicrock,"['hardrock', 'classicrock', 'progressiverock', 'italianprogressiverock', 'eargasm', 'orgasmo', 'bestsongsofmusicialreadyown', 'progressive']",2009,1
14245,14245,Il Paese dei Balocchi,italianprogressiverock,italianprogressiverock,italianprogressiverock,['italianprogressiverock'],2007,1
14246,14246,Banco del Mutuo Soccorso,progressiverock,progressive,italianprogressiverock,"['progressiverock', 'progressive', 'italianprogressiverock', '70s', 'symphonicrock']",2011,1
14247,14247,Asia Minor,progressive,progressive,progressive,['progressive'],2007,1
14248,14248,Quella Vecchia Locanda,progressiverock,progressive,italianprogressiverock,"['progressiverock', 'progressive', 'italianprogressiverock']",2007,1
14249,14249,Alusa Fallax,progressive,progressive,progressive,['progressive'],2007,1
14250,14250,Il Rovescio della Medaglia,hardrock,classicrock,progressiverock,"['hardrock', 'classicrock', 'progressiverock', 'symphonicprog', 'progressive', 'italianprogressiverock']",2009,1
14251,14251,Il Volo,progressive,italianprogressiverock,progressive,"['progressive', 'italianprogressiverock']",2007,1
14252,14252,Museo Rosenbach,progressiverock,progressive,italianprogressiverock,"['progressiverock', 'progressive', 'italianprogressiverock']",2007,1
14253,14253,Semiramis,progressive,italianprogressiverock,progressive,"['progressive', 'italianprogressiverock']",2007,1
14254,14254,Dalton,italianprogressiverock,italianprogressiverock,italianprogressiverock,['italianprogressiverock'],2009,1
14255,14255,Mezquita,progressive,progressive,progressive,['progressive'],2007,1
14256,14256,Bacamarte,progressiverock,brazilian,progressive,"['progressiverock', 'brazilian', 'progressive', '80s', 'brasil']",2007,2
14257,14257,Curved Air,progressiverock,rock,femalevocalists,"['progressiverock', 'rock', 'femalevocalists', 'classicrock', '70s', 'progressive']",2009,1
14258,14258,Robert Wyatt,experimental,singersongwriter,prog,"['experimental', 'singersongwriter', 'prog']",2009,1
14259,14259,Saint Just,italianprogressiverock,italianprogressiverock,italianprogressiverock,['italianprogressiverock'],2007,1
14260,14260,Latte e Miele,no_tags,,,[],2004,1
14261,14261,The Wilde Flowers,no_tags,,,[],2004,1
14262,14262,E.A. Poe,italianprogressiverock,italianprogressiverock,italianprogressiverock,['italianprogressiverock'],2007,1
14263,14263,Samla Mammas Manna,avantgarde,progressiverock,avantgarde,"['avantgarde', 'progressiverock']",2009,1
14264,14264,Locanda delle Fate,progressive,italianprogressiverock,progressive,"['progressive', 'italianprogressiverock']",2006,1
14265,14265,Campo di Marte,progressiverock,progressive,italianprogressiverock,"['progressiverock', 'progressive', 'italianprogressiverock']",2007,1
14266,14266,Gruppo d'Alternativa,no_tags,,,[],2004,1
14267,14267,Renaissance,progressiverock,progressive,classicrock,"['classicrock', 'progressiverock', 'progressive', 'artrock', '70s']",2007,1
14268,14268,Reale Accademia di Musica,no_tags,,,[],2004,1
14269,14269,Panna Fredda,progressiverock,progressive,italianprogressiverock,"['progressiverock', 'progressive', 'italianprogressiverock']",2007,1
14270,14270,De De Lind,progressive,italianprogressiverock,progressive,"['progressive', 'italianprogressiverock']",2007,1
14271,14271,Odissea,no_tags,,,[],2004,1
14272,14272,Anonima Sound Ltd,italianprogressiverock,italianprogressiverock,italianprogressiverock,['italianprogressiverock'],2007,1
14273,14273,Raccomandata Ricevuta Ritorno,italianprogressiverock,italianprogressiverock,italianprogressiverock,['italianprogressiverock'],2007,1
14274,14274,Strawbs,progressiverock,70s,bidahadinlicem,"['progressiverock', '70s', 'bidahadinlicem', 'progressive']",2009,1
14275,14275,The Heart Throbs,experimental,riotgrrrl,dreampop,"['experimental', 'riotgrrrl', 'dreampop', 'bliss', 'blissrock']",2006,1
14276,14276,Die Art,alternative,ilka,anja,"['alternative', 'ilka', 'anja']",2009,1
14277,14277,The Hope Blister,no_tags,,,[],2004,1
14278,14278,Escape With Romeo,no_tags,,,[],2004,1
14279,14279,Phillip Boa,no_tags,,,[],2004,1
14280,14280,Bobo in White Wooden Houses,ladytronica,pop,german,"['ladytronica', 'pop', 'german', 'indie']",2010,1
14281,14281,Reinhard Mey,no_tags,,,[],2004,1
14282,14282,Dicky Dixon,hotstuff,keeper,bestkeeper,"['hotstuff', 'keeper', 'bestkeeper', 'redhotlove', 'tiger']",2010,1
14283,14283,RICHARD DIXON-COMPOSER,richarddixonradio,gospel,christian,"['gospel', 'christian', 'christmas', 'richarddixonradio', 'christianblues']",2010,1
14284,14284,Derek McCorkell,no_tags,,,[],2004,1
14285,14285,Wayne Kerr,no_tags,,,[],2004,1
14286,14286,Dawson Cowals,no_tags,,,[],2004,1
14287,14287,Integrity Music,no_tags,,,[],2004,1
14288,14288,Big Stuf,no_tags,,,[],2004,1
14289,14289,The Perrys,no_tags,,,[],2004,1
14290,14290,Scott Wesley Brown,no_tags,,,[],2004,1
14291,14291,Living G,no_tags,,,[],2004,1
14292,14292,Joe Wise,no_tags,,,[],2004,1
14293,14293,Chelsie Boyd,no_tags,,,[],2004,1
14294,14294,Legacy Five,no_tags,,,[],2004,1
14295,14295,David Haas,no_tags,,,[],2004,1
14296,14296,talley trio,no_tags,,,[],2004,1
14297,14297,The Benedicte Monks of Santo Domingo de Silos,no_tags,,,[],2004,1
14298,14298,Joel Rosenberger,no_tags,,,[],2004,1
14299,14299,Robert Caldeira Jr,no_tags,,,[],2004,1
14300,14300,Brian Free & Assurance,no_tags,,,[],2004,1
14301,14301,Carolyn Arends,no_tags,,,[],2004,1
14302,14302,Ernie Haase & Signature Sound,no_tags,,,[],2004,1
14303,14303,Greater Vision,no_tags,,,[],2004,1
14304,14304,Mylon LeFevre,no_tags,,,[],2004,1
14305,14305,Russ Taff,no_tags,,,[],2004,1
14306,14306,Enlightenment,no_tags,,,[],2004,1
14307,14307,The Hoppers,no_tags,,,[],2004,1
14308,14308,The Crabb Family,no_tags,,,[],2004,1
14309,14309,Jessy Dixon,no_tags,,,[],2004,1
14310,14310,Flight 180,no_tags,,,[],2004,1
14311,14311,Bill Gaither,no_tags,,,[],2004,1
14312,14312,PRO ARTE ET MUSICA,no_tags,,,[],2004,1
14313,14313,Donavon Hill,no_tags,,,[],2004,1
14314,14314,Kelly Willard,no_tags,,,[],2004,1
14315,14315,Lordsong,no_tags,,,[],2004,1
14316,14316,Dennis Jernigan,no_tags,,,[],2004,1
14317,14317,The Chuck Wagon Gang,no_tags,,,[],2004,1
14318,14318,Nashville Singers,no_tags,,,[],2004,1
14319,14319,Frankie Laine,bestchristmassongs,bestsongsofthe50s,bestchristmassongs,"['bestchristmassongs', 'bestsongsofthe50s']",2008,1
14320,14320,Kemper Crabb,no_tags,,,[],2004,1
14321,14321,Kingdom Heirs,no_tags,,,[],2004,1
14322,14322,Don Francisco,no_tags,,,[],2004,1
14323,14323,Jimmy Buffett,country,singersongwriter,summer,"['country', 'summer', 'folk', 'funny', 'acousticguitar', 'sexrock', 'singersongwriter', 'christmas', '80s', 'rock', '00s', 'reggae', '90s', '70s', 'cover', 'beachmusic']",2009,2
14324,14324,Guy Mitchell,no_tags,,,[],2004,1
14325,14325,The Steeles,no_tags,,,[],2004,1
14326,14326,The Cathedrals,no_tags,,,[],2004,1
14327,14327,Gold City,no_tags,,,[],2004,1
14328,14328,Autumn Fox,no_tags,,,[],2004,1
14329,14329,Trash80,electronic,tron,electronic,"['electronic', 'tron']",2008,1
14330,14330,"Crosby, Stills & Nash",classicrock,60s,70s,"['classicrock', 'favorites', 'thebeatles', '60s', 'folkrock', '70s']",2009,1
14331,14331,"MIT Concert Choir, William Cutter directing",no_tags,,,[],2004,1
14332,14332,Bruce Hornsby,80s,80s,80s,['80s'],2010,1
14333,14333,Hybrid,electronica,electronic,trance,"['progressivetrance', 'trance', 'electronica', 'check', 'chillout', 'dance', 'progressivehouse', 'ambient', 'electronic', 'femalevocalists', 'female', 'breakbeat', 'breaks', 'progressivebreaks', 'melancholy', 'soundtrack', 'sad', 'cinematic']",2007,2
14334,14334,Joan Osborne,singersongwriter,femalevocalists,alternative,"['rock', 'alternative', 'singersongwriter', 'femalevocalists', 'favourite', 'wickedwomen', 'niggermusic']",2009,2
14335,14335,Dervish,foottapping,instrumental,irishmusic,"['foottapping', 'instrumental', 'irishmusic']",2011,1
14336,14336,Solas,relaxing,folk,relaxing,"['relaxing', 'folk']",2010,1
14337,14337,jugi,no_tags,,,[],2004,1
14338,14338,Kris Delmhorst,no_tags,,,[],2004,1
14339,14339,Liquid Mind,meditation,meditation,meditation,['meditation'],2010,1
14340,14340,Eternal Lord,metal,hardcore,deathcore,"['metal', 'hardcore', 'deathcore']",2010,1
14341,14341,Defeater,seenlive,seenlive,seenlive,['seenlive'],2009,1
14342,14342,Thy Art Is Murder,australian,deathcore,technicaldeathcore,"['australian', 'deathcore', 'technicaldeathcore']",2010,1
14343,14343,Counterparts,metalcore,hardcore,progressivemetal,"['hardcore', 'metalcore', 'progressivemetal', 'melodichardcore', 'melodicmetalcore']",2010,1
14344,14344,TouchÃ© AmorÃ©,no_tags,,,[],2004,1
14345,14345,Johnny Truant,metal,metalcore,metal,"['metal', 'metalcore']",2006,1
14346,14346,Burning the Masses,deathcore,technicaldeathmetal,technicaldeathcore,"['deathcore', 'technicaldeathmetal', 'technicaldeathcore']",2010,1
14347,14347,Hostage Calm,no_tags,,,[],2004,1
14348,14348,Trophy Scars,no_tags,,,[],2004,1
14349,14349,Through the Eyes of the Dead,deathcore,metalcore,seenlive,"['deathcore', 'seenlive', 'metalcore', 'deathmetal']",2008,1
14350,14350,At the Throne of Judgment,melodicdeathmetal,melodicdeathmetal,melodicdeathmetal,['melodicdeathmetal'],2009,2
14351,14351,Fear Before the March of Flames,hardcore,posthardcore,metalcore,"['posthardcore', 'hardcore', 'metalcore', 'experimental', 'screamo', 'mathcore', 'alternative', 'colorado', '00s']",2008,3
14352,14352,The Boy Will Drown,deathcore,grindcore,technicaldeathcore,"['deathcore', 'grindcore', 'technicaldeathcore']",2010,1
14353,14353,Mungo's HI FI,no_tags,,,[],2004,1
14354,14354,Urban Myth Club,downtempo,triphop,chillout,"['downtempo', 'triphop', 'easylistening', 'vocal', 'chill', 'relax', 'chillout', 'ambient', 'electronic', 'lounge', 'electronica', 'vfsix', 'launge', 'lighttriphop']",2009,2
14355,14355,Suicide Sports Club,no_tags,,,[],2004,1
14356,14356,Burn The Negative,no_tags,,,[],2004,1
14357,14357,Caravan Palace,no_tags,,,[],2004,1
14358,14358,Train of Thought,similartodamantiwarpeacenotwar,similartodamantiwarpeacenotwar,similartodamantiwarpeacenotwar,['similartodamantiwarpeacenotwar'],2006,1
14359,14359,Senser,metal,rock,rap,"['metal', 'rock', 'rap']",2009,1
14360,14360,Belleruche,triphop,nujazz,chillout,"['chillout', 'femalevocalists', 'eldad', 'forwork', 'triphop', 'nujazz', 'jazzy', 'downtempo', 'lounge', 'recos']",2011,1
14361,14361,Sainkho Namtchylak,world,worldmusic,folk,"['worldmusic', 'folk', 'world', 'musthave', 'selfmademusic', 'musicalinstallation', 'ethno', 'overtonesinging']",2009,1
14362,14362,The Correspondents,no_tags,,,[],2004,1
14363,14363,John Parish,no_tags,,,[],2004,1
14364,14364,SONOIO,alternative,electronica,addictive,"['alternative', 'electronica', 'addictive', 'hypnotic']",2010,1
14365,14365,A-Trak,turntablism,turntablism,turntablism,['turntablism'],2010,1
14366,14366,Pale 3,no_tags,,,[],2004,1
14367,14367,Juno Reactor vs. Don Davis,soundtrack,composer,soundtrack,"['soundtrack', 'composer']",2009,1
14368,14368,The Brothers Gutworm,electronic,pop,wa,"['electronic', 'pop', 'wa']",2011,1
14369,14369,"Tom Tykwer, Reinhold Heil & Johnny Klimek",no_tags,,,[],2004,1
14370,14370,Ãnloco,numetal,metal,hardrock,"['metal', 'hardrock', 'rock', 'alternativerock', 'alternative', 'rap', 'emo', 'numetal', 'rapcore', '00s']",2009,1
14371,14371,80kidz,electronic,dance,electro,"['electronic', 'dance', 'electro', 'japanese', 'electrohouse']",2010,1
14372,14372,RAM RIDER,no_tags,,,[],2004,1
14373,14373,Syrup16g,no_tags,,,[],2004,1
14374,14374,I-Dep,no_tags,,,[],2004,1
14375,14375,Shinichi Osawa,no_tags,,,[],2004,2
14376,14376,ä¸è¹ãæµ©ï¼ã­ã³ã°ç·å£°åå±å£,no_tags,,,[],2004,1
14377,14377,Coburn,no_tags,,,[],2004,1
14378,14378,autoKratz,electronic,electro,remix,"['electronic', 'electro', 'remix', 'seenlive', 'electroclash']",2010,1
14379,14379,Mondo Grosso,acidjazz,downtempo,electronic,"['acidjazz', 'downtempo', 'electronic', 'lounge', 'dance', 'jazz', 'nujazz']",2009,2
14380,14380,Kagami,no_tags,,,[],2004,1
14381,14381,Towa Tei,electronic,shibuyakei,mistaggedtrack,"['electronic', 'shibuyakei', 'mistaggedtrack', 'electronicpop']",2005,1
14382,14382,Fantastic Plastic Machine,electronic,covers,weird,"['electronic', 'covers', 'weird', 'berepguestdjclosedmouth239645', 'f']",2007,2
14383,14383,Jazztronik,electronica,chillout,downtempo,"['electronica', 'chillout', 'downtempo', 'electronic', 'jazz']",2007,1
14384,14384,DE DE MOUSE,no_tags,,,[],2004,1
14385,14385,Apogee,no_tags,,,[],2004,1
14386,14386,Plus-Tech Squeeze Box,electronic,pop,alternative,"['electronic', 'pop', 'alternative', 'jpop', 'electronica', 'indiepop', 'japanese', 'japan', 'check', 'berepguestdjclosedmouth239645']",2010,1
14387,14387,Popular Computer,djgold,djgold,djgold,['djgold'],2006,1
14388,14388,æè¤åç¾©,no_tags,,,[],2004,1
14389,14389,Macdonald Duck Eclair,no_tags,,,[],2004,1
14390,14390,Nerdette,electronic,trance,classic,"['electronic', 'trance', 'classic', 'remix', 'heavy', 'relaxed', 'weird', 'random', 'various']",2008,1
14391,14391,Mysterious DJ,no_tags,,,[],2004,1
14392,14392,Rilke Projekt,no_tags,,,[],2004,1
14393,14393,Soundtracks,mistaggedartist,mistaggedartist,mistaggedartist,['mistaggedartist'],2006,1
14394,14394,Funny van Dannen,no_tags,,,[],2004,1
14395,14395,Ena PÃ¡ 2000,no_tags,,,[],2004,1
14396,14396,James Dean Bradfield,rock,alternative,religion,"['religion', 'rock', 'indierock', '00s', 'britpop', 'wales', 'alternative', 'indie', 'singersongwriter']",2006,2
14397,14397,Lil Rob,summer,hiphop,rap,"['summer', 'hiphop', 'rap', 'favorite', 'songsthatmakemefeelbetter', '3']",2010,2
14398,14398,Cartel De Santa,hiphop,rap,hiphop,"['hiphop', 'rap']",2009,3
14399,14399,Delinquent Habits,hiphop,rap,undergroundhiphop,"['hiphop', 'rap', 'undergroundhiphop', 'latin']",2009,2
14400,14400,Malverde,no_tags,,,[],2004,1
14401,14401,Tego CalderÃ³n,no_tags,,,[],2004,1
14402,14402,Kemo The Blaxican,no_tags,,,[],2004,1
14403,14403,Voltio,reggaeton,reggaeton,reggaeton,['reggaeton'],2006,1
14404,14404,Control Machete,hiphop,rap,songsthatmakemefeelbetter,"['hiphop', 'rap', 'songsthatmakemefeelbetter', '3']",2009,1
14405,14405,La Coka Nostra,hiphop,undergroundhiphop,hiphop,"['hiphop', 'undergroundhiphop']",2011,1
14406,14406,pato machete,no_tags,,,[],2004,1
14407,14407,Fermin IV,no_tags,,,[],2004,1
14408,14408,Sindicato Argentino Del Hip Hop,no_tags,,,[],2004,1
14409,14409,Spm,trashbagfilledwithvomit,ponyrape,myballzinyourmouth3,"['trashbagfilledwithvomit', 'ponyrape', 'myballzinyourmouth3']",2010,2
14410,14410,Chyno Nyno,hiphoplatino,hiphoplatino,hiphoplatino,['hiphoplatino'],2010,1
14411,14411,The Psycho Realm,hiphop,rap,undergroundhiphop,"['hiphop', 'rap', 'undergroundhiphop']",2009,1
14412,14412,Kid Frost,no_tags,,,[],2004,1
14413,14413,South Park Mexican,no_tags,,,[],2004,1
14414,14414,Mellow Man Ace,no_tags,,,[],2004,1
14415,14415,Molotov,rockenespanol,alternative,rapcore,"['rapcore', 'rockenespanol', 'betterthanmetallica', 'newdiscoverys', 'alternative', 'latin', 'rock', 'spanish', 'mexican', 'tinosoft', 'mexicano']",2008,3
14416,14416,B-Real,no_tags,,,[],2004,1
14417,14417,Big Mato,no_tags,,,[],2004,1
14418,14418,Young Marble Giants,postpunk,indiepop,newwave,"['postpunk', 'indiepop', 'newwave', 'indie', 'british', 'girlamazing']",2010,2
14419,14419,Talulah Gosh,indierock,indiepop,indie,"['indierock', 'indiepop', 'indie', 'femalevocalists', 'twee', 'tweepop', 'dreampop']",2007,1
14420,14420,The Cat's Miaow,no_tags,,,[],2004,2
14421,14421,Circulatory System,postgaze,postgaze,postgaze,['postgaze'],2008,1
14422,14422,MoÄollar,anadolurock,progressiverock,anadolurock,"['anadolurock', 'progressiverock']",2008,1
14423,14423,Ð£Ð½Ð´ÐµÑÐ²ÑÐ´,rock,rock,rock,['rock'],2010,1
14424,14424,ÐÐµÐ¼Ð¾Ð½Ð´ÑÐ¹,no_tags,,,[],2004,1
14425,14425,Kissogram,synthpop,ladytronica,seenlive,"['synthpop', 'ladytronica', 'seenlive']",2010,1
14426,14426,2 ÐÐ¸Ð³Ð° ÐÑÐ±Ð²Ð¸,no_tags,,,[],2004,1
14427,14427,ÐÐ°ÑÐ° Badda Boo,no_tags,,,[],2004,1
14428,14428,God Help the Girl,twee,twee,twee,['twee'],2009,1
14429,14429,ÐÐ°ÑÐ¸Ðº Ð¡ÑÑÐ°Ð¿Ð¾Ð²,hiphop,00s,undergroundhiphop,"['hiphop', '00s', 'undergroundhiphop']",2009,1
14430,14430,bso,instrumental,instrumental,instrumental,['instrumental'],2009,1
14431,14431,Constructorr,newwave,electronic,disco,"['newwave', 'electronic', 'disco', '8bit']",2010,2
14432,14432,Olly Murs,indie,electronic,hot,"['electronic', 'indie', 'hot', 'pop', 'british', 'malevocalists', 'thexfactor6']",2011,1
14433,14433,Ruth Lorenzo,thexfactor5,thexfactor5,thexfactor5,['thexfactor5'],2010,1
14434,14434,Stacey Solomon,thexfactor6,thexfactor6,thexfactor6,['thexfactor6'],2010,1
14435,14435,Danyl Johnson,no_tags,,,[],2004,1
14436,14436,Lucie Jones,no_tags,,,[],2004,1
14437,14437,Israel Lucero,no_tags,,,[],2004,1
14438,14438,X Factor Finalists,no_tags,,,[],2004,1
14439,14439,Lucas Poletto,idolos,idolos,idolos,['idolos'],2009,1
14440,14440,regis danese,no_tags,,,[],2004,1
14441,14441,Saulo Roston,no_tags,,,[],2004,1
14442,14442,Maria Alice Fontanezzi,no_tags,,,[],2004,1
14443,14443,The Best Of Carpenters,no_tags,,,[],2004,1
14444,14444,www.depositodomp3.com,no_tags,,,[],2004,1
14445,14445,Bruna Caram,newmpb,newmpb,newmpb,['newmpb'],2010,1
14446,14446,Magic Box,dance,dance,dance,['dance'],2010,1
14447,14447,Mercury Rev,indierock,mercuryrev,lastfm,"['indierock', 'mercuryrev', 'lastfm']",2007,1
14448,14448,John Cale,scrubs,acoustic,piano,"['scrubs', 'acoustic', 'piano', 'cover', 'bestsongsofthe80s', 'bestsongsofthe70s', 'songs', 'wales', 'folk', 'happy', 'singalong']",2009,2
14449,14449,Vib Gyor,alternativerock,alternativerock,alternativerock,['alternativerock'],2007,1
14450,14450,L'aura,no_tags,,,[],2004,2
14451,14451,Tommy heavenly6,jrock,jpop,femalevocalists,"['jrock', 'femalevocalists', 'jpop', 'japanese']",2011,1
14452,14452,999,punk,britishpunk,punkrock,"['punk', 'britishpunk', 'punkrock', 'british']",2005,1
14453,14453,Alessandra Mussolini,no_tags,,,[],2004,1
14454,14454,Kat Graham,hiphop,rnb,sexy,"['hiphop', 'rnb', 'sexy', 'soul', 'urban', 'pop', 'thevampirediares', 'katarinagraham', 'bonniebennett']",2011,1
14455,14455,K-Sis,brazilian,pop,rock,"['brazilian', 'pop', 'rock', 'poprock', 'femalevocalists']",2010,1
14456,14456,Marcio Mathers,no_tags,,,[],2004,2
14457,14457,Your Favorite Martian,no_tags,,,[],2004,1
14458,14458,Fatty Spins,no_tags,,,[],2004,1
14459,14459,Discovery,electropop,electronic,dance,"['dance', 'electropop', 'electronic', 'pop', 'experimental', 'gossipgirl']",2010,1
14460,14460,Surfer Blood,lofi,seenlive,psychedelic,"['lofi', 'seenlive', 'psychedelic', 'indie', 'indierock', 'amazing', '2010', '90210', 'thevampirediaries', 'lifeunexpected']",2010,2
14461,14461,Fukkk Offf,house,electro,electronic,"['house', 'electro', 'electronic', 'remix']",2010,1
14462,14462,LeftÃ¶ver Crack,hardcore,hardcore,hardcore,['hardcore'],2009,1
14463,14463,The Aquabats,skapunk,rock,ska,"['skapunk', 'rock', 'ska', 'awesomeness']",2008,1
14464,14464,Star Fucking Hipsters,no_tags,,,[],2004,1
14465,14465,[spunge],rock,rock,rock,['rock'],2010,1
14466,14466,Sha,poprock,poprock,poprock,['poprock'],2010,1
14467,14467,Cast Of 'Camp Rock 2',no_tags,,,[],2004,1
14468,14468,Der Checker,no_tags,,,[],2004,1
14469,14469,Sharpay,no_tags,,,[],2004,1
14470,14470,Buffalo 77,rock,rock,rock,['rock'],2009,1
14471,14471,Kubichek!,indie,indierock,indie,"['indie', 'indierock']",2008,1
14472,14472,Lovers Make Liars,no_tags,,,[],2004,1
14473,14473,And Then There Were None,techno,electronic,dance,"['electronic', 'dance', 'techno', 'trancecore', 'electronicrock']",2008,1
14474,14474,The Urgency,no_tags,,,[],2004,1
14475,14475,Saia Rodada,crap,dejeto,crap,"['crap', 'dejeto']",2007,1
14476,14476,Maglore,no_tags,,,[],2004,1
14477,14477,B.G.K.,80shardcore,80shardcore,80shardcore,['80shardcore'],2009,1
14478,14478,Death Side,no_tags,,,[],2004,1
14479,14479,Holy Terror,thrashmetal,thrashmetal,thrashmetal,['thrashmetal'],2007,1
14480,14480,Koro,punk,hardcore,hardcorepunk,"['punk', 'hardcorepunk', '80shardcore', 'hardcore', 'american', 'southrepresent', '80s', 'oldschool']",2008,1
14481,14481,Gauze,no_tags,,,[],2004,1
14482,14482,Assfactor 4,hardcore,american,southrepresent,"['hardcore', 'american', 'southrepresent']",2007,1
14483,14483,Infest,hardcore,powerviolence,hardcorepunk,"['hardcore', 'hardcorepunk', 'powerviolence', '80s', 'punk', 'usa', 'straightedge', 'lefties']",2008,1
14484,14484,Zero Boys,hardcore,american,oldschool,"['hardcore', 'american', 'oldschool']",2007,1
14485,14485,Discordance Axis,grindcore,metal,90s,"['grindcore', 'metal', '90s']",2008,1
14486,14486,Framtid,no_tags,,,[],2004,1
14487,14487,Impact,no_tags,,,[],2004,1
14488,14488,Deadboy & the Elephantmen,rock,american,rock,"['rock', 'american']",2007,1
14489,14489,Raw Power,hardcore,italian,punk,"['hardcore', 'italian', 'punk', 'italy']",2008,1
14490,14490,Void,no_tags,,,[],2004,1
14491,14491,Disclose,no_tags,,,[],2004,1
14492,14492,Heather Headley,femalevocalists,singersongwriter,rnb,"['femalevocalists', 'singersongwriter', 'rnb', '00s', 'soul', 'beyonce', 'brandy', 'tweet', 'aaliyah', 'kileydean', 'mya', 'monica', 'kellyrowland']",2009,1
14493,14493,Mary Mary,femalevocalists,gospel,femalevocalists,"['femalevocalists', 'gospel']",2009,1
14494,14494,Paula Toller,brazilian,mpb,femalevocalists,"['femalevocalists', 'brazilian', 'mpb', 'romantica']",2007,2
14495,14495,John Wesley,singersongwriter,progressiverock,rock,"['rock', 'singersongwriter', 'progressiverock']",2008,1
14496,14496,Bill Bailey,no_tags,,,[],2004,1
14497,14497,Elliot Minor,alternativerock,seenlive,rock,"['alternativerock', 'seenlive', 'rock', 'summer', 'poprock', 'poppunk', 'epic', 'pretty', 'classical', 'happy', 'sweet', 'singalong', 'iaminlovewiththissong', 'hyper']",2008,3
14498,14498,ALL CAPS,no_tags,,,[],2004,1
14499,14499,We Should Be Dead,pop,punk,indiepop,"['pop', 'punk', 'indiepop', 'happy', 'singalong', 'indiepoppunk']",2008,1
14500,14500,Twenty Twenty,no_tags,,,[],2004,1
14501,14501,Razgar,no_tags,,,[],2004,1
14502,14502,Scott Lavender,no_tags,,,[],2004,1
14503,14503,Munhoz & Mariano,brazilian,sertanejo,sertanejouniversitario,"['brazilian', 'sertanejo', 'sertanejouniversitario']",2010,1
14504,14504,JoÃ£o Carreiro & Capataz,no_tags,,,[],2004,1
14505,14505,Myllena,no_tags,,,[],2004,1
14506,14506,Charlie Brown Jr e Forfun,no_tags,,,[],2004,1
14507,14507,The Best Of-6,no_tags,,,[],2004,1
14508,14508,Placebo (Feat. David Bowie),placebofeatdavidbowie,placebofeatdavidbowie,placebofeatdavidbowie,['placebofeatdavidbowie'],2010,1
14509,14509,The Best Of-1,no_tags,,,[],2004,1
14510,14510,The Burning Hotels,no_tags,,,[],2004,1
14511,14511,Elis Paprika,no_tags,,,[],2004,1
14512,14512,Switches,no_tags,,,[],2004,2
14513,14513,Dirty Karma,no_tags,,,[],2004,1
14514,14514,Harrisons,no_tags,,,[],2004,1
14515,14515,In-Grid,dance,pop,femalevocalists,"['electronic', 'dance', 'femalevocalists', '00s', 'catchy', 'dancemusic', 'singalong', 'pop', 'femalevocalist', 'worldmusic', 'seenlive', 'ballad', 'sexy', 'female', 'favorites', 'dreampop', 'femalevocals', 'favourites', 'melodic', 'love', 'english', 'romantic', 'piano', 'easylistening', 'futurepop', 'guiltypleasure', 'ballads', 'lovesong', 'vocal', 'thebest', 'femalevocal', 'femalevoices', 'lovesongs', 'european', 'favoritealbums', 'chanson', 'loved', 'beautifulvoice', 'light', 'autempsdesfavorites', 'kids', 'celinedion', 'bubblepop', 'pioseneczki', 'europeanmusic', 'checkout', 'puppyetbelle', 'soloartists', 'french', 'francais']",2008,2
14516,14516,Joe Anderson,cover,acrosstheuniversesoundtrack,cover,"['cover', 'acrosstheuniversesoundtrack']",2008,1
14517,14517,Melinda Doolittle,americanidol6,americanidol6,americanidol6,['americanidol6'],2009,1
14518,14518,Electrobelle,no_tags,,,[],2004,1
14519,14519,Sam Taylor-Wood,no_tags,,,[],2004,1
14520,14520,I Like It electric,synthpop,electro,synthpop,"['synthpop', 'electro']",2008,1
14521,14521,SALON BORIS,no_tags,,,[],2004,1
14522,14522,IN_VOX,no_tags,,,[],2004,1
14523,14523,Daichi Miura,no_tags,,,[],2004,1
14524,14524,Porn Sword Tobacco,downtempo,citycentreoffices,electronic,"['downtempo', 'citycentreoffices', 'electronic', 'idm', 'boardsofcanada', 'ironjesus', 'suicidesongs']",2008,1
14525,14525,Diatonis,no_tags,,,[],2004,1
14526,14526,Manual,ambient,idm,electronica,"['ambient', 'idm', 'electronica', 'morrmusic', 'electronic']",2008,3
14527,14527,Gino Fioravanti,no_tags,,,[],2004,1
14528,14528,Sheena Easton,80s,scottish,femalevocalists,"['covers', '1981', 'scottish', 'femalevocalists', 'hit', 'pop', '80s', 'greatsong', 'myfavorite', 'jamesbond']",2008,1
14529,14529,This Light,electronic,darkpsy,psychedelictrance,"['chillout', 'electronic', 'metal', 'dance', 'rock', 'progressivemetal', 'symphonicmetal', 'trance', 'rockandroll', 'electronica', 'epic', 'progressivetrance', 'heavymetal', 'progressiverock', 'melodicmetal', 'helloween', 'progressive', 'psytrance', 'goa', 'techno', 'psychedelictrance', 'canadian', 'powermetal', 'rocknroll', 'darkpsytrance', 'melodictrance', 'epica', 'kamelot', 'unsigned', 'independent', 'psy', 'fullon', 'queensryche', 'thislight', 'tobiassammet', 'ghostopera', 'avantasia', 'karma', 'goatrance', 'blackhalo', 'rhapsody', 'gms', 'skazi', '1200micrograms', '1200mics', 'thislightthislight', 'darkpsy', 'rajaram']",2009,1
